ESDT,PC,VolOfEff,SVI
29/03/2022,204.875,818,290
28/03/2022,211.71875,782,320
27/03/2022,206.28125,702,280
26/03/2022,0,654,260
25/03/2022,0,719,240
24/03/2022,0,814,240
23/03/2022,0,787,250
22/03/2022,0,816,250
21/03/2022,0,783,160
20/03/2022,0,412,160
19/03/2022,0,608,210
18/03/2022,0,551.07,210
17/03/2022,0,799,240
16/03/2022,199.6875,652,250
15/03/2022,188.40625,408.86,220
14/03/2022,205.8125,434.24,240
13/03/2022,202.375,469,210
12/03/2022,205.40625,458,190
11/03/2022,227353.9063,379,216
10/03/2022,227104.4063,799,208
09/03/2022,204.90625,800,176
08/03/2022,212.3125,788,280
07/03/2022,205.78125,782,280
06/03/2022,210.3125,811,280
05/03/2022,206.1875,810,192
04/03/2022,205.5,809,256
03/03/2022,210.8125,795,200
02/03/2022,207.5,809,200
01/03/2022,200.90625,798,236
28/02/2022,206.1875,786,200
27/02/2022,207.1875,805,250
26/02/2022,208.71875,802,220
25/02/2022,205.1875,795,230
24/02/2022,208,787,230
23/02/2022,203.3125,781,200
22/02/2022,209.28125,790,200
21/02/2022,208.90625,768,240
20/02/2022,216.09375,798,210
19/02/2022,201.625,782,200
18/02/2022,204.78125,797,190
17/02/2022,208.71875,782,210
16/02/2022,209.6875,346,220
15/02/2022,0,742,240
14/02/2022,0,840,240
13/02/2022,208,793,180
12/02/2022,202.71875,790,200
11/02/2022,204.09375,792,245
10/02/2022,198.3125,786,200
09/02/2022,205.5,788,220
08/02/2022,203.6875,806,200
07/02/2022,207.5,801,210
06/02/2022,170.71875,805,200
05/02/2022,209.78125,785,200
04/02/2022,197.5,802,230
03/02/2022,197.59375,798,210
02/02/2022,197.71875,815,200
01/02/2022,212.59375,797,260
31/01/2022,205.90625,792,300
30/01/2022,208.28125,797,200
29/01/2022,207.3125,705,200
28/01/2022,211.5,887,160
27/01/2022,198.1875,805,220
26/01/2022,208.90625,798,200
25/01/2022,210.21875,783,250
24/01/2022,209.28125,794,250
23/01/2022,207.90625,796,160
22/01/2022,222.3125,780,200
21/01/2022,217,791,220
20/01/2022,232.5,795,210
19/01/2022,202.5,796,200
18/01/2022,218.78125,777,170
17/01/2022,216.09375,783,220
16/01/2022,214.71875,795,130
15/01/2022,202.09375,790,130
14/01/2022,209.6875,776,220
13/01/2022,203.71875,803,200
12/01/2022,212.1875,779,220
11/01/2022,211.21875,770,190
10/01/2022,211.5,776,250
09/01/2022,209.875,796,200
08/01/2022,210.40625,783,230
07/01/2022,202.90625,782,200
06/01/2022,201.3125,789,250
05/01/2022,211,793,250
04/01/2022,205.28125,783,260
03/01/2022,198.21875,766,250
02/01/2022,212.78125,798,230
01/01/2022,207.8125,765,230
31/12/2021,209.40625,785,150
30/12/2021,203.1875,788,200
29/12/2021,209.40625,790,230
28/12/2021,208.59375,726,200
27/12/2021,213.90625,785,200
26/12/2021,209.09375,769,200
25/12/2021,212.5,780,200
24/12/2021,212.90625,767,210
23/12/2021,206.59375,751,210
22/12/2021,212.09375,859,260
21/12/2021,223,779,210
20/12/2021,192.21875,772,160
19/12/2021,210.6875,607,160
18/12/2021,217.09375,801,210
17/12/2021,217.09375,792,210
16/12/2021,212.71875,772,270
15/12/2021,210,783,110
14/12/2021,221,805,220
13/12/2021,213.28125,800,210
12/12/2021,218.3125,794,230
11/12/2021,202.40625,775,200
10/12/2021,216.5,724,200
09/12/2021,196.28125,762,230
08/12/2021,204.90625,531,220
07/12/2021,0,500,230
06/12/2021,0,790,220
05/12/2021,0,790,200
04/12/2021,0,772,170
03/12/2021,0,660,190
02/12/2021,0,791,230
01/12/2021,215,794,230
30/11/2021,209.6875,797,230
29/11/2021,211.90625,784,210
28/11/2021,205.6875,744,220
27/11/2021,213.3125,797,160
26/11/2021,213.90625,790,180
25/11/2021,217.59375,797,190
24/11/2021,207.8125,746,150
23/11/2021,212.78125,772,200
22/11/2021,209.21875,783,140
21/11/2021,215.28125,793,200
20/11/2021,213.40625,781,200
19/11/2021,214,788,220
18/11/2021,217.8125,776,200
17/11/2021,208.90625,780,210
16/11/2021,207.71875,780,220
15/11/2021,213.09375,807,200
14/11/2021,208.1875,799,150
13/11/2021,211.3125,801,210
12/11/2021,222.28125,785,230
11/11/2021,205,785,230
10/11/2021,207.125,803,200
09/11/2021,214.5,740,220
08/11/2021,211.78125,790,200
07/11/2021,215.21875,806,200
06/11/2021,207.09375,802,180
05/11/2021,0,774,130
04/11/2021,0,797,130
03/11/2021,211.40625,789,220
02/11/2021,201.40625,703,230
01/11/2021,211.875,724,180
31/10/2021,211.125,774,200
30/10/2021,214.875,774,200
29/10/2021,213.21875,774,210
28/10/2021,216.78125,757,210
27/10/2021,212.40625,781,160
26/10/2021,212.3125,740,160
25/10/2021,213.1875,758,200
24/10/2021,223.09375,777,200
23/10/2021,211.90625,777,150
22/10/2021,227.21875,777,180
21/10/2021,213.28125,795,150
20/10/2021,221.59375,781,190
19/10/2021,205.90625,785,200
18/10/2021,209.71875,762,200
17/10/2021,211.6875,721,200
16/10/2021,207.09375,721,90
15/10/2021,212,721,150
14/10/2021,210.3125,496,150
13/10/2021,172.90625,779,0
12/10/2021,215,772,150
11/10/2021,211.59375,746,150
10/10/2021,217.09375,751,140
09/10/2021,212.40625,751,130
08/10/2021,215.90625,751,120
07/10/2021,214.59375,745,120
06/10/2021,206.28125,761,110
05/10/2021,212.125,798,130
04/10/2021,207.59375,756,120
03/10/2021,215.40625,761,120
02/10/2021,211,761,130
01/10/2021,211.875,761,140
30/09/2021,228.90625,761,140
29/09/2021,212.71875,761,110
28/09/2021,214.875,761,110
27/09/2021,216.125,761,120
26/09/2021,209.28125,761,100
25/09/2021,536.21875,763,140
24/09/2021,0,0,100
23/09/2021,102.59375,0,165
22/09/2021,208.6875,0,130
21/09/2021,194.59375,0,150
20/09/2021,206.625,0,175
19/09/2021,221,0,150
18/09/2021,217.28125,0,150
17/09/2021,211.3125,0,160
16/09/2021,175.78125,0,190
15/09/2021,211.375,0,100
14/09/2021,209.40625,0,90
13/09/2021,215.59375,0,160
12/09/2021,220.21875,0,150
11/09/2021,208.09375,0,90
10/09/2021,215.8125,0,100
09/09/2021,209.78125,0,100
08/09/2021,214.5,0,160
07/09/2021,207.40625,0,150
06/09/2021,212.8125,0,50
05/09/2021,223.28125,0,150
04/09/2021,218.40625,0,150
03/09/2021,217.90625,0,160
02/09/2021,206.09375,0,160
01/09/2021,207.3125,0,120
31/08/2021,212.09375,0,100
30/08/2021,209.78125,0,100
29/08/2021,220,0,150
28/08/2021,222.71875,0,150
27/08/2021,211.28125,0,160
26/08/2021,205.125,0,100
25/08/2021,219.78125,0,130
24/08/2021,211.40625,0,130
23/08/2021,210.8125,0,150
22/08/2021,220.5,0,150
21/08/2021,227.5,0,130
20/08/2021,210.09375,0,140
19/08/2021,220.90625,0,110
18/08/2021,209.6875,0,120
17/08/2021,218.6875,0,150
16/08/2021,209.40625,0,150
15/08/2021,212.90625,0,140
14/08/2021,211.5,0,150
13/08/2021,318.5,0,150
12/08/2021,97.09375,0,140
11/08/2021,220.3125,0,150
10/08/2021,210.40625,0,140
09/08/2021,219.5,0,150
08/08/2021,220.875,0,110
07/08/2021,207.21875,0,160
06/08/2021,207.09375,0,200
05/08/2021,211.59375,0,180
04/08/2021,202.71875,0,150
03/08/2021,203.09375,0,200
02/08/2021,207.90625,0,190
01/08/2021,227.6875,0,150
31/07/2021,206.40625,0,110
30/07/2021,198.1875,0,150
29/07/2021,205.3125,0,200
28/07/2021,201.6875,0,210
27/07/2021,192.8125,0,210
26/07/2021,192.8125,0,270
25/07/2021,217.5,0,150
24/07/2021,214.90625,0,170
23/07/2021,207.375,0,170
22/07/2021,225.21875,0,170
21/07/2021,215.5,0,170
20/07/2021,223.28125,0,170
19/07/2021,213.625,0,170
18/07/2021,218.28125,0,170
17/07/2021,217.90625,0,240
16/07/2021,212.6875,0,240
15/07/2021,221.71875,0,260
14/07/2021,209.78125,0,300
13/07/2021,220.40625,0,300
12/07/2021,222.40625,0,330
11/07/2021,225.6875,0,280
10/07/2021,223.125,0,280
09/07/2021,214.59375,0,320
08/07/2021,205.78125,0,320
07/07/2021,221,0,320
06/07/2021,209.40625,0,320
05/07/2021,199.8125,0,320
04/07/2021,200.09375,0,320
03/07/2021,216.59375,0,320
02/07/2021,225,0,320
01/07/2021,218.90625,0,320
30/06/2021,205.40625,0,320
29/06/2021,209.28125,0,320
28/06/2021,206.125,0,320
27/06/2021,206.09375,0,330
26/06/2021,213.59375,0,300
25/06/2021,210.1875,0,330
24/06/2021,216.71875,0,330
23/06/2021,214.78125,0,330
22/06/2021,213,0,280
21/06/2021,207.625,0,280
20/06/2021,231.28125,0,280
19/06/2021,217.09375,0,280
18/06/2021,206.40625,0,280
17/06/2021,210.5,0,280
16/06/2021,220.90625,0,280
15/06/2021,213.5,0,280
14/06/2021,211.3125,0,280
13/06/2021,224.375,0,280
12/06/2021,209.21875,0,280
11/06/2021,216.90625,0,230
10/06/2021,210.78125,0,230
09/06/2021,214.5,0,230
08/06/2021,220,0,300
07/06/2021,207.09375,0,300
06/06/2021,208.71875,0,230
05/06/2021,204.59375,0,230
04/06/2021,198.09375,0,230
03/06/2021,199.09375,0,230
02/06/2021,216.8125,0,230
01/06/2021,219.8125,0,230
31/05/2021,229,0,300
30/05/2021,222.09375,0,300
29/05/2021,231.78125,0,300
28/05/2021,239.8125,0,300
27/05/2021,220.1875,0,300
26/05/2021,208.71875,0,280
25/05/2021,226.59375,0,300
24/05/2021,215.3125,0,300
23/05/2021,213.28125,0,220
22/05/2021,226.5,0,220
21/05/2021,0,0,220
20/05/2021,209.5,0,350
19/05/2021,222.3125,0,290
18/05/2021,214.1875,0,260
17/05/2021,213.5,0,270
16/05/2021,210.3125,0,280
15/05/2021,218.59375,0,290
14/05/2021,208.5,0,290
13/05/2021,211.71875,0,240
12/05/2021,226.6875,0,240
11/05/2021,229.09375,0,240
10/05/2021,216.71875,0,240
09/05/2021,216.78125,0,210
08/05/2021,224.21875,0,170
07/05/2021,220.1875,0,170
06/05/2021,214.5,0,170
05/05/2021,185,0,190
04/05/2021,109.90625,0,170
03/05/2021,221.8125,0,180
02/05/2021,212.09375,0,190
01/05/2021,209.3125,0,210
30/04/2021,212.875,0,210
29/04/2021,211.3125,0,210
28/04/2021,216.1875,0,200
27/04/2021,208.625,0,190
26/04/2021,206.375,0,210
25/04/2021,216.71875,0,210
24/04/2021,217.28125,0,210
23/04/2021,220.5,0,210
22/04/2021,375.8125,0,210
21/04/2021,83.1875,0,200
20/04/2021,224.625,0,160
19/04/2021,230,0,160
18/04/2021,221.09375,0,160
17/04/2021,214.1875,0,160
16/04/2021,203.6875,0,170
15/04/2021,214.3125,0,170
14/04/2021,215.3125,0,170
13/04/2021,168.375,0,200
12/04/2021,188.59375,0,200
11/04/2021,178.5,0,160
10/04/2021,217.28125,0,160
09/04/2021,205,0,180
08/04/2021,214.125,0,180
07/04/2021,204.625,0,190
06/04/2021,205.6875,0,190
05/04/2021,218,0,190
04/04/2021,212.625,0,190
03/04/2021,215.875,0,200
02/04/2021,207.8125,0,210
01/04/2021,223.09375,0,230
31/03/2021,225.59375,0,230
30/03/2021,218.3125,0,230
29/03/2021,218.1875,0,230
28/03/2021,229.90625,0,230
27/03/2021,222,0,230
26/03/2021,219.59375,0,270
25/03/2021,164.625,0,270
24/03/2021,220.59375,0,300
23/03/2021,175.90625,0,300
21/03/2021,223.1875,0,300
21/03/2021,206.21875,0,300
20/03/2021,212.5,0,280
19/03/2021,225.40625,0,280
18/03/2021,224,0,270
17/03/2021,221.59375,0,270
16/03/2021,221.5,0,270
15/03/2021,207.8125,0,270
14/03/2021,162.5,0,270
12/03/2021,212.09375,0,270
12/03/2021,178.28125,0,300
11/03/2021,173.59375,0,300
10/03/2021,162.40625,0,290
09/03/2021,210.40625,0,290
08/03/2021,216.5,0,290
07/03/2021,207.40625,0,290
06/03/2021,197,0,290
05/03/2021,192.78125,0,260
04/03/2021,207.8125,0,300
03/03/2021,219.8125,0,270
02/03/2021,217.875,0,270
01/03/2021,220.40625,0,270
28/02/2021,212.5,0,230
27/02/2021,214.71875,0,230
26/02/2021,211.09375,0,230
25/02/2021,213.5,0,200
24/02/2021,218.90625,0,200
23/02/2021,214.5,0,200
22/02/2021,208.6875,0,200
21/02/2021,69.09375,0,270
20/02/2021,66.3125,0,210
19/02/2021,67.8125,0,240
18/02/2021,67.09375,0,220
17/02/2021,74.21875,0,220
16/02/2021,69.71875,0,240
15/02/2021,77,0,240
14/02/2021,75.59375,0,240
13/02/2021,74.1875,0,260
12/02/2021,84.59375,0,260
11/02/2021,80.1875,0,260
10/02/2021,73.875,0,130
09/02/2021,73.90625,0,260
08/02/2021,76.59375,0,60
07/02/2021,75.6875,0,200
06/02/2021,78.125,0,250
05/02/2021,85,0,200
04/02/2021,80.40625,0,280
03/02/2021,83.8125,0,250
02/02/2021,69,0,130
01/02/2021,81.09375,0,250
31/01/2021,74.375,0,230
30/01/2021,76.6875,0,230
29/01/2021,76.09375,0,120
28/01/2021,77.78125,0,120
27/01/2021,140670.8125,0,200
26/01/2021,80.09375,0,240
25/01/2021,72.09375,0,230
24/01/2021,73.8125,0,270
23/01/2021,74.1875,0,300
22/01/2021,72.21875,0,300
21/01/2021,68.71875,0,300
20/01/2021,76,0,300
19/01/2021,70.09375,0,260
18/01/2021,73.59375,0,250
17/01/2021,72.5,0,90
16/01/2021,75.71875,0,90
15/01/2021,72.6875,0,90
14/01/2021,81.3125,0,260
13/01/2021,74.78125,0,260
12/01/2021,76.78125,0,260
11/01/2021,78.59375,0,220
10/01/2021,76.59375,0,260
09/01/2021,72.71875,0,250
08/01/2021,72.71875,0,250
07/01/2021,85.5,0,280
06/01/2021,73.78125,0,250
05/01/2021,73.90625,0,250
04/01/2021,78.21875,0,250
03/01/2021,72.21875,0,220
02/01/2021,78.78125,0,220
01/01/2021,85.375,0,220
31/12/2020,74.3125,0,220
30/12/2020,71.28125,0,220
29/12/2020,78.5,0,240
28/12/2020,74.90625,0,240
27/12/2020,69.09375,0,240
26/12/2020,75.6875,0,180
25/12/2020,74.3125,0,280
24/12/2020,74.71875,0,280
23/12/2020,81.40625,0,220
22/12/2020,74.8125,0,300
21/12/2020,72.8125,0,270
20/12/2020,71.6875,0,270
19/12/2020,74.5,0,270
18/12/2020,69.3125,0,270
17/12/2020,73.8125,0,300
16/12/2020,72.90625,0,250
15/12/2020,83.875,0,250
14/12/2020,81.8125,0,250
13/12/2020,74.90625,0,230
12/12/2020,77.625,0,230
11/12/2020,85.21875,0,230
10/12/2020,87.59375,0,200
09/12/2020,74.59375,0,200
08/12/2020,80.8125,0,220
07/12/2020,77.21875,0,210
06/12/2020,67.90625,0,200
05/12/2020,77.3125,0,200
04/12/2020,75,0,200
03/12/2020,76.5,0,200
02/12/2020,68.59375,0,210
01/12/2020,68.1875,0,200
30/11/2020,67.40625,0,200
29/11/2020,68.5,0,150
28/11/2020,72.09375,0,150
27/11/2020,161.71875,0,150
26/11/2020,74.59375,0,160
25/11/2020,81.3125,0,160
24/11/2020,84.78125,0,190
23/11/2020,72,0,190
22/11/2020,74.5,0,170
21/11/2020,73.8125,0,190
20/11/2020,73.1875,0,190
19/11/2020,75.3125,0,190
18/11/2020,75.90625,0,190
17/11/2020,81.625,0,190
16/11/2020,77.5,0,190
15/11/2020,74.21875,0,200
14/11/2020,76,0,200
13/11/2020,76.375,0,200
12/11/2020,76.125,0,200
11/11/2020,76.3125,0,200
10/11/2020,80,0,200
09/11/2020,73.3125,0,200
08/11/2020,72.3125,0,200
07/11/2020,68.40625,0,180
06/11/2020,68.8125,0,150
05/11/2020,78.6875,0,150
04/11/2020,71.09375,0,150
03/11/2020,68.8125,0,160
02/11/2020,67.78125,0,160
01/11/2020,68,0,200
31/10/2020,65.71875,0,200
30/10/2020,66.90625,0,200
29/10/2020,66.5,0,150
28/10/2020,67.40625,0,160
27/10/2020,66.40625,0,180
26/10/2020,64.59375,0,150
25/10/2020,60.5,0,150
24/10/2020,67.90625,0,150
23/10/2020,68,0,150
22/10/2020,65.6875,0,150
21/10/2020,66.6875,0,150
20/10/2020,67,0,180
19/10/2020,81.71875,0,100
18/10/2020,73,0,110
17/10/2020,69.59375,0,110
16/10/2020,70.1875,0,110
15/10/2020,75.90625,0,130
14/10/2020,72.21875,0,100
13/10/2020,79.3125,0,100
12/10/2020,80.5,0,120
11/10/2020,73.59375,0,100
10/10/2020,70.78125,0,130
09/10/2020,68.90625,0,100
08/10/2020,74,0,130
07/10/2020,70.71875,0,100
06/10/2020,73.78125,0,110
05/10/2020,69,0,100
04/10/2020,72.5,0,80
03/10/2020,69.90625,0,140
02/10/2020,77.8125,0,140
01/10/2020,71.21875,0,140
30/09/2020,70.375,0,140
29/09/2020,72.21875,0,140
28/09/2020,76.59375,0,140
27/09/2020,67.5,0,150
26/09/2020,73.40625,0,150
25/09/2020,68.40625,0,150
24/09/2020,89.375,0,130
23/09/2020,71.8125,0,150
22/09/2020,80.8125,0,100
21/09/2020,69.40625,0,120
20/09/2020,76.40625,0,120
19/09/2020,84,0,120
18/09/2020,76.3125,0,120
17/09/2020,75.3125,0,150
16/09/2020,72.90625,0,170
15/09/2020,81.90625,0,80
14/09/2020,80.6875,0,84
13/09/2020,77.21875,0,80
12/09/2020,77.09375,0,80
11/09/2020,77.40625,0,80
10/09/2020,76.28125,0,120
09/09/2020,74.59375,0,100
08/09/2020,74.59375,0,100
07/09/2020,74.3125,0,88
06/09/2020,76.625,0,88
05/09/2020,74.3125,0,88
04/09/2020,81.5,0,80
03/09/2020,74.90625,0,80
02/09/2020,76.8125,0,80
01/09/2020,72.8125,0,110
31/08/2020,74.3125,0,110
30/08/2020,74.1875,0,110
29/08/2020,81.59375,0,110
28/08/2020,78.21875,0,110
27/08/2020,76.1875,0,60
26/08/2020,84.5,0,60
25/08/2020,80.90625,0,60
24/08/2020,77.3125,0,90
23/08/2020,78.6875,0,90
22/08/2020,79.1875,0,90
21/08/2020,68,0,100
20/08/2020,91,0,100
19/08/2020,78.8125,0,100
18/08/2020,81.5,0,100
17/08/2020,80.6875,0,100
16/08/2020,78,0,100
15/08/2020,77,0,80
14/08/2020,75.09375,0,80
13/08/2020,70.09375,0,80
12/08/2020,84,0,70
11/08/2020,69.1875,0,280
10/08/2020,76.5,0,280
09/08/2020,70.09375,0,280
08/08/2020,79.90625,0,290
07/08/2020,78,0,100
06/08/2020,82.1875,0,100
05/08/2020,79.6875,0,80
04/08/2020,86.40625,0,80
03/08/2020,70.8125,0,80
02/08/2020,79.203125,0,80
01/08/2020,80,0,80
31/07/2020,67.796875,0,80
30/07/2020,69.796875,0,80
29/07/2020,69.796875,0,170
28/07/2020,80.703125,0,70
27/07/2020,71.203125,0,70
26/07/2020,73.296875,0,85
25/07/2020,77.703125,0,84
24/07/2020,76.6875,0,85
23/07/2020,68.703125,0,70
22/07/2020,75.203125,0,150
21/07/2020,75.09375,0,130
20/07/2020,74.609375,0,130
19/07/2020,80.5,0,260
18/07/2020,71.796875,0,260
17/07/2020,77.40625,0,260
16/07/2020,76.5,0,260
15/07/2020,82.890625,0,260
14/07/2020,70.8125,0,250
13/07/2020,75.703125,0,260
12/07/2020,74.703125,0,300
11/07/2020,80.609375,0,300
10/07/2020,72.6875,0,300
09/07/2020,73.90625,0,250
08/07/2020,72,0,250
07/07/2020,75.296875,0,300
06/07/2020,81.609375,0,280
05/07/2020,73.40625,0,200
04/07/2020,83.40625,0,200
03/07/2020,85.09375,0,200
02/07/2020,77.890625,0,210
01/07/2020,71.890625,0,300
30/06/2020,71.203125,0,200
29/06/2020,76.1875,0,200
28/06/2020,72.109375,0,200
27/06/2020,84.59375,0,220
26/06/2020,76,0,220
25/06/2020,47.59375,0,150
24/06/2020,74.796875,0,150
23/06/2020,77.59375,0,150
22/06/2020,85.109375,0,220
21/06/2020,72.796875,0,200
20/06/2020,79.59375,0,200
19/06/2020,73.296875,0,230
18/06/2020,72.5,0,200
17/06/2020,70.59375,0,200
16/06/2020,70.109375,0,200
15/06/2020,76.203125,0,200
14/06/2020,75,0,160
13/06/2020,47.6875,0,160
12/06/2020,51.890625,0,150
11/06/2020,75.609375,0,200
10/06/2020,72.8125,0,110
09/06/2020,72.59375,0,130
08/06/2020,71.90625,0,130
07/06/2020,76.59375,0,150
06/06/2020,93.1875,0,160
05/06/2020,72.5,0,160
04/06/2020,71.703125,0,180
03/06/2020,77.796875,0,160
02/06/2020,73.890625,0,150
01/06/2020,70.890625,0,190
31/05/2020,73.703125,0,220
30/05/2020,70.203125,0,190
29/05/2020,67.8125,0,190
28/05/2020,50.109375,0,190
27/05/2020,69.59375,0,250
26/05/2020,70.109375,0,250
25/05/2020,68.203125,0,230
24/05/2020,56.5,0,150
23/05/2020,79.40625,0,170
22/05/2020,67,0,160
21/05/2020,66.09375,0,90
20/05/2020,66.109375,0,120
19/05/2020,84193,0,150
18/05/2020,75.796875,0,190
17/05/2020,75,0,170
16/05/2020,59.5,0,180
15/05/2020,77.296875,0,130
14/05/2020,84.203125,0,130
13/05/2020,68.90625,0,200
12/05/2020,62.796875,0,190
11/05/2020,73.296875,0,190
10/05/2020,82.5,0,200
09/05/2020,70.609375,0,140
08/05/2020,78.203125,0,140
07/05/2020,79.6875,0,210
06/05/2020,69.5,0,210
05/05/2020,78.796875,0,200
04/05/2020,74.5,0,190
03/05/2020,69.890625,0,200
02/05/2020,78.296875,0,100
01/05/2020,74.203125,0,100
30/04/2020,75.296875,0,140
29/04/2020,76.109375,0,180
28/04/2020,74.796875,0,150
27/04/2020,75.3125,0,150
26/04/2020,73.5,0,140
25/04/2020,76.796875,0,180
24/04/2020,74.90625,0,170
23/04/2020,75.703125,0,200
22/04/2020,75.09375,0,180
21/04/2020,76.5,0,200
20/04/2020,75.890625,0,200
19/04/2020,73.296875,0,190
18/04/2020,76.296875,0,190
17/04/2020,74.40625,0,180
16/04/2020,75.609375,0,180
15/04/2020,75.296875,0,180
14/04/2020,71.296875,0,200
13/04/2020,75.59375,0,200
12/04/2020,87,0,200
11/04/2020,88.40625,0,140
10/04/2020,89.5,0,140
09/04/2020,94.609375,0,200
08/04/2020,89.09375,0,200
07/04/2020,87.796875,0,200
06/04/2020,87.703125,0,180
05/04/2020,93.203125,0,180
04/04/2020,93,0,180
03/04/2020,92,0,200
02/04/2020,93.703125,0,190
01/04/2020,91,0,170
31/03/2020,93.203125,0,170
30/03/2020,92.796875,0,130
29/03/2020,91.109375,0,200
28/03/2020,92,0,200
27/03/2020,94.609375,0,180
26/03/2020,95.890625,0,170
25/03/2020,40.296875,0,170
24/03/2020,92,0,190
23/03/2020,95.203125,0,190
22/03/2020,96.703125,0,180
21/03/2020,95.40625,0,190
20/03/2020,69307.29688,0,150
18/03/2020,97.59375,0,150
17/03/2020,94.5,0,150
16/03/2020,94.203125,0,150
15/03/2020,76.59375,0,180
14/03/2020,92.203125,0,200
13/03/2020,90.609375,0,200
12/03/2020,92,0,200
11/03/2020,92.390625,0,200
10/03/2020,93.796875,0,190
09/03/2020,90,0,190
08/03/2020,89.5,0,220
07/03/2020,87.90625,0,160
06/03/2020,0,0,160
05/03/2020,93.296875,0,160
04/03/2020,93.296875,0,200
03/03/2020,91.390625,0,200
02/03/2020,87.203125,0,220
01/03/2020,95.296875,0,200
29/02/2020,95.890625,0,200
28/02/2020,92.703125,0,200
27/02/2020,95.703125,0,260
26/02/2020,90.109375,0,260
25/02/2020,91.703125,0,260
24/02/2020,92.90625,0,260
23/02/2020,93.296875,0,260
22/02/2020,93.3125,0,300
21/02/2020,82.90625,0,300
20/02/2020,68.90625,0,300
19/02/2020,91.703125,0,300
18/02/2020,94.90625,0,150
18/02/2020,91.59375,0,150
17/02/2020,91.796875,0,150
17/02/2020,91.109375,0,1150
17/02/2020,91.6875,0,1150
16/02/2020,93.40625,0,1150
16/02/2020,91.90625,0,1150
16/02/2020,91.6875,0,1150
15/02/2020,89.5,0,1150
15/02/2020,90.3125,0,150
15/02/2020,92.59375,0,150
14/02/2020,86.40625,0,150
14/02/2020,90.890625,0,150
14/02/2020,93.90625,0,150
13/02/2020,94,0,150
13/02/2020,93.5,0,250
13/02/2020,93.703125,0,250
12/02/2020,92.796875,0,250
12/02/2020,94.296875,0,250
12/02/2020,94.5,0,250
11/02/2020,94,0,250
11/02/2020,91.703125,0,210
11/02/2020,93.5,0,210
10/02/2020,94.296875,0,210
09/02/2020,92.09375,0,210
09/02/2020,94.796875,0,200
08/02/2020,95,0,200
08/02/2020,94.3125,0,180
08/02/2020,95.1875,0,180
07/02/2020,94.90625,0,180
07/02/2020,94.296875,0,160
07/02/2020,95.109375,0,160
06/02/2020,94.296875,0,160
06/02/2020,92.796875,0,160
06/02/2020,94.40625,0,160
05/02/2020,97,0,160
05/02/2020,96.296875,0,150
05/02/2020,90.09375,0,150
04/02/2020,93.40625,0,150
04/02/2020,91.890625,0,150
04/02/2020,92.609375,0,150
03/02/2020,93.09375,0,150
03/02/2020,92.109375,0,150
03/02/2020,89.296875,0,150
02/02/2020,90.203125,0,150
01/02/2020,92.296875,0,130
01/02/2020,93.3125,0,130
31/01/2020,92.890625,0,130
31/01/2020,92.703125,0,130
31/01/2020,93.59375,0,130
30/01/2020,92.3125,0,130
30/01/2020,91,0,200
30/01/2020,91.09375,0,200
29/01/2020,91.203125,0,200
29/01/2020,92.890625,0,200
29/01/2020,91.8125,0,200
28/01/2020,89.1875,0,200
28/01/2020,0,0,150
28/01/2020,0,0,150
27/01/2020,0,0,150
27/01/2020,0,0,150
27/01/2020,0,0,150
26/01/2020,0,0,150
26/01/2020,0,0,160
26/01/2020,0,0,160
25/01/2020,0,0,160
25/01/2020,0,0,160
25/01/2020,0,0,160
24/01/2020,93.5,0,160
24/01/2020,93.40625,0,150
24/01/2020,94.09375,0,150
23/01/2020,93.796875,0,150
23/01/2020,94,0,150
23/01/2020,94.203125,0,150
22/01/2020,94,0,150
22/01/2020,93.796875,0,180
22/01/2020,94.109375,0,180
21/01/2020,94.09375,0,180
21/01/2020,94.203125,0,180
21/01/2020,94.203125,0,180
20/01/2020,12861.59375,0,180
20/01/2020,0,0,180
20/01/2020,0,0,180
19/01/2020,0,0,180
19/01/2020,0,0,160
19/01/2020,0,0,160
18/01/2020,0,0,160
18/01/2020,0,0,190
18/01/2020,0,0,190
17/01/2020,0,0,190
17/01/2020,0,0,200
17/01/2020,0,0,200
16/01/2020,0,0,200
16/01/2020,0,0,250
16/01/2020,0,0,250
15/01/2020,0,0,250
15/01/2020,0,0,250
15/01/2020,0,0,250
14/01/2020,0,0,250
14/01/2020,0,0,200
14/01/2020,0,0,200
13/01/2020,0,0,200
13/01/2020,0,0,210
13/01/2020,0,0,210
12/01/2020,0,0,200
12/01/2020,0,0,200
12/01/2020,0,0,200
11/01/2020,0,0,200
11/01/2020,0,0,200
11/01/2020,0,0,200
10/01/2020,0,0,200
10/01/2020,0,0,200
10/01/2020,0,0,200
09/01/2020,0,0,200
09/01/2020,0,0,200
09/01/2020,0,0,200
08/01/2020,0,0,200
08/01/2020,0,0,200
08/01/2020,0,0,200
07/01/2020,0,0,200
07/01/2020,0,0,200
07/01/2020,0,0,200
06/01/2020,0,0,200
06/01/2020,0,0,200
06/01/2020,0,0,200
05/01/2020,0,0,200
05/01/2020,0,0,180
05/01/2020,0,0,180
04/01/2020,0,0,180
04/01/2020,0,0,180
04/01/2020,0,0,180
03/01/2020,0,0,180
03/01/2020,0,0,150
03/01/2020,0,0,150
02/01/2020,0,0,150
02/01/2020,0,0,150
02/01/2020,0,0,150
01/01/2020,0,0,150
01/01/2020,0,0,150
31/12/2019,0,0,150
31/12/2019,0,0,150
31/12/2019,0,0,150
